fold,image_a,image_b,label,similarity
3,data\calibration\lfw\lfw\Glafcos_Clerides\Glafcos_Clerides_0002.jpg,data\calibration\lfw\lfw\Glafcos_Clerides\Glafcos_Clerides_0003.jpg,1,0.84095412
3,data\calibration\lfw\lfw\Glafcos_Clerides\Glafcos_Clerides_0002.jpg,data\calibration\lfw\lfw\Glafcos_Clerides\Glafcos_Clerides_0004.jpg,1,0.70742595
3,data\calibration\lfw\lfw\Greg_Gilbert\Greg_Gilbert_0001.jpg,data\calibration\lfw\lfw\Greg_Gilbert\Greg_Gilbert_0002.jpg,1,0.73348528
3,data\calibration\lfw\lfw\Hashim_Thaci\Hashim_Thaci_0001.jpg,data\calibration\lfw\lfw\Hashim_Thaci\Hashim_Thaci_0002.jpg,1,0.72927511
3,data\calibration\lfw\lfw\Hassan_Wirajuda\Hassan_Wirajuda_0001.jpg,data\calibration\lfw\lfw\Hassan_Wirajuda\Hassan_Wirajuda_0002.jpg,1,0.66287756
3,data\calibration\lfw\lfw\Hector_Babenco\Hector_Babenco_0001.jpg,data\calibration\lfw\lfw\Hector_Babenco\Hector_Babenco_0003.jpg,1,0.65650147
3,data\calibration\lfw\lfw\Hector_Babenco\Hector_Babenco_0002.jpg,data\calibration\lfw\lfw\Hector_Babenco\Hector_Babenco_0003.jpg,1,0.70981348
3,data\calibration\lfw\lfw\Hideki_Matsui\Hideki_Matsui_0001.jpg,data\calibration\lfw\lfw\Hideki_Matsui\Hideki_Matsui_0002.jpg,1,0.54584908
3,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0001.jpg,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0010.jpg,1,0.55203396
3,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0001.jpg,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0014.jpg,1,0.57951814
3,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0004.jpg,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0005.jpg,1,0.65933508
3,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0007.jpg,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0010.jpg,1,0.66158158
3,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0011.jpg,data\calibration\lfw\lfw\Hillary_Clinton\Hillary_Clinton_0013.jpg,1,0.63846201
3,data\calibration\lfw\lfw\Hisao_Oguchi\Hisao_Oguchi_0001.jpg,data\calibration\lfw\lfw\Hisao_Oguchi\Hisao_Oguchi_0002.jpg,1,0.71528178
3,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0001.jpg,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0004.jpg,1,0.65979701
3,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0001.jpg,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0005.jpg,1,0.55471158
3,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0002.jpg,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0003.jpg,1,0.67491210
3,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0003.jpg,data\calibration\lfw\lfw\Hitomi_Soga\Hitomi_Soga_0004.jpg,1,0.74620557
3,data\calibration\lfw\lfw\JJ_Redick\JJ_Redick_0001.jpg,data\calibration\lfw\lfw\JJ_Redick\JJ_Redick_0002.jpg,1,0.56574744
3,data\calibration\lfw\lfw\Jean_Brumley\Jean_Brumley_0001.jpg,data\calibration\lfw\lfw\Jean_Brumley\Jean_Brumley_0002.jpg,1,0.80599523
3,data\calibration\lfw\lfw\Jean_Carnahan\Jean_Carnahan_0001.jpg,data\calibration\lfw\lfw\Jean_Carnahan\Jean_Carnahan_0002.jpg,1,0.54042208
3,data\calibration\lfw\lfw\Jeremy_Shockey\Jeremy_Shockey_0001.jpg,data\calibration\lfw\lfw\Jeremy_Shockey\Jeremy_Shockey_0002.jpg,1,0.83889288
3,data\calibration\lfw\lfw\Jerry_Regier\Jerry_Regier_0001.jpg,data\calibration\lfw\lfw\Jerry_Regier\Jerry_Regier_0003.jpg,1,0.74070668
3,data\calibration\lfw\lfw\Jerry_Regier\Jerry_Regier_0002.jpg,data\calibration\lfw\lfw\Jerry_Regier\Jerry_Regier_0003.jpg,1,0.69922352
3,data\calibration\lfw\lfw\Jerry_Springer\Jerry_Springer_0001.jpg,data\calibration\lfw\lfw\Jerry_Springer\Jerry_Springer_0002.jpg,1,0.63958281
3,data\calibration\lfw\lfw\Jerry_Springer\Jerry_Springer_0001.jpg,data\calibration\lfw\lfw\Jerry_Springer\Jerry_Springer_0004.jpg,1,0.68710864
3,data\calibration\lfw\lfw\Jessica_Lynch\Jessica_Lynch_0001.jpg,data\calibration\lfw\lfw\Jessica_Lynch\Jessica_Lynch_0002.jpg,1,0.55170101
3,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0001.jpg,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0017.jpg,1,0.73527873
3,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0002.jpg,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0003.jpg,1,0.72886640
3,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0004.jpg,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0010.jpg,1,0.48441371
3,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0007.jpg,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0009.jpg,1,0.61077255
3,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0015.jpg,data\calibration\lfw\lfw\Jiang_Zemin\Jiang_Zemin_0018.jpg,1,0.77719384
3,data\calibration\lfw\lfw\Jim_Harrick\Jim_Harrick_0001.jpg,data\calibration\lfw\lfw\Jim_Harrick\Jim_Harrick_0002.jpg,1,0.70422930
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0003.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0004.jpg,1,0.81491846
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0003.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0008.jpg,1,0.80726486
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0003.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0009.jpg,1,0.80036879
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0005.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0006.jpg,1,0.86949068
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0005.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0010.jpg,1,0.84753054
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0005.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0011.jpg,1,0.84517169
3,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0007.jpg,data\calibration\lfw\lfw\Jiri_Novak\Jiri_Novak_0010.jpg,1,0.80617994
3,data\calibration\lfw\lfw\Joe_Torre\Joe_Torre_0001.jpg,data\calibration\lfw\lfw\Joe_Torre\Joe_Torre_0003.jpg,1,0.78865248
3,data\calibration\lfw\lfw\Joe_Torre\Joe_Torre_0002.jpg,data\calibration\lfw\lfw\Joe_Torre\Joe_Torre_0004.jpg,1,0.67381239
3,data\calibration\lfw\lfw\John_Wolf\John_Wolf_0001.jpg,data\calibration\lfw\lfw\John_Wolf\John_Wolf_0002.jpg,1,0.81204051
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0001.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0006.jpg,1,0.64138138
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0002.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0007.jpg,1,0.60747021
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0003.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0006.jpg,1,0.67725241
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0005.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0006.jpg,1,0.67966241
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0005.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0007.jpg,1,0.61508673
3,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0006.jpg,data\calibration\lfw\lfw\Jonathan_Edwards\Jonathan_Edwards_0008.jpg,1,0.55070925
3,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0001.jpg,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0002.jpg,1,0.61531627
3,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0001.jpg,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0006.jpg,1,0.55774194
3,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0002.jpg,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0005.jpg,1,0.75027466
3,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0003.jpg,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0005.jpg,1,0.75091684
3,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0004.jpg,data\calibration\lfw\lfw\Jose_Manuel_Durao_Barroso\Jose_Manuel_Durao_Barroso_0005.jpg,1,0.73996300
3,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0001.jpg,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0004.jpg,1,0.63850814
3,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0002.jpg,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0003.jpg,1,0.08459574
3,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0003.jpg,data\calibration\lfw\lfw\Joseph_Biden\Joseph_Biden_0004.jpg,1,0.80202675
3,data\calibration\lfw\lfw\Judi_Dench\Judi_Dench_0001.jpg,data\calibration\lfw\lfw\Judi_Dench\Judi_Dench_0002.jpg,1,0.58277655
3,data\calibration\lfw\lfw\Judy_Genshaft\Judy_Genshaft_0001.jpg,data\calibration\lfw\lfw\Judy_Genshaft\Judy_Genshaft_0002.jpg,1,0.73703986
3,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0001.jpg,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0009.jpg,1,0.50589287
3,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0004.jpg,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0007.jpg,1,0.56870246
3,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0006.jpg,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0009.jpg,1,0.45648465
3,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0006.jpg,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0010.jpg,1,0.55987966
3,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0007.jpg,data\calibration\lfw\lfw\Keanu_Reeves\Keanu_Reeves_0012.jpg,1,0.45210046
3,data\calibration\lfw\lfw\Keira_Knightley\Keira_Knightley_0001.jpg,data\calibration\lfw\lfw\Keira_Knightley\Keira_Knightley_0002.jpg,1,0.64313823
3,data\calibration\lfw\lfw\Ken_Watanabe\Ken_Watanabe_0001.jpg,data\calibration\lfw\lfw\Ken_Watanabe\Ken_Watanabe_0002.jpg,1,0.66395670
3,data\calibration\lfw\lfw\Kieran_Prendergast\Kieran_Prendergast_0001.jpg,data\calibration\lfw\lfw\Kieran_Prendergast\Kieran_Prendergast_0002.jpg,1,0.87083918
3,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0001.jpg,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0003.jpg,1,0.75383955
3,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0001.jpg,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0004.jpg,1,0.73689783
3,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0002.jpg,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0005.jpg,1,0.65748382
3,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0003.jpg,data\calibration\lfw\lfw\King_Abdullah_II\King_Abdullah_II_0004.jpg,1,0.69757885
3,data\calibration\lfw\lfw\Kirk_Ferentz\Kirk_Ferentz_0001.jpg,data\calibration\lfw\lfw\Kirk_Ferentz\Kirk_Ferentz_0002.jpg,1,0.55178940
3,data\calibration\lfw\lfw\Kurt_Busch\Kurt_Busch_0001.jpg,data\calibration\lfw\lfw\Kurt_Busch\Kurt_Busch_0002.jpg,1,0.62397480
3,data\calibration\lfw\lfw\Larry_Bowa\Larry_Bowa_0001.jpg,data\calibration\lfw\lfw\Larry_Bowa\Larry_Bowa_0002.jpg,1,0.74498332
3,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0001.jpg,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0003.jpg,1,0.68735576
3,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0001.jpg,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0004.jpg,1,0.73649478
3,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0002.jpg,data\calibration\lfw\lfw\Larry_Thompson\Larry_Thompson_0004.jpg,1,0.74233198
3,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0001.jpg,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0011.jpg,1,-0.00638210
3,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0021.jpg,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0024.jpg,1,0.69047195
3,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0021.jpg,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0039.jpg,1,0.65213203
3,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0026.jpg,data\calibration\lfw\lfw\Laura_Bush\Laura_Bush_0029.jpg,1,0.63737649
3,data\calibration\lfw\lfw\Lauren_Hutton\Lauren_Hutton_0001.jpg,data\calibration\lfw\lfw\Lauren_Hutton\Lauren_Hutton_0002.jpg,1,0.60112607
3,data\calibration\lfw\lfw\Leslie_Ann_Woodward\Leslie_Ann_Woodward_0001.jpg,data\calibration\lfw\lfw\Leslie_Ann_Woodward\Leslie_Ann_Woodward_0002.jpg,1,0.93812430
3,data\calibration\lfw\lfw\Leslie_Moonves\Leslie_Moonves_0001.jpg,data\calibration\lfw\lfw\Leslie_Moonves\Leslie_Moonves_0002.jpg,1,0.71295714
3,data\calibration\lfw\lfw\Lyle_Vanclief\Lyle_Vanclief_0001.jpg,data\calibration\lfw\lfw\Lyle_Vanclief\Lyle_Vanclief_0002.jpg,1,0.74087822
3,data\calibration\lfw\lfw\Magui_Serna\Magui_Serna_0001.jpg,data\calibration\lfw\lfw\Magui_Serna\Magui_Serna_0002.jpg,1,0.73651266
3,data\calibration\lfw\lfw\Makhdoom_Amin_Fahim\Makhdoom_Amin_Fahim_0001.jpg,data\calibration\lfw\lfw\Makhdoom_Amin_Fahim\Makhdoom_Amin_Fahim_0003.jpg,1,0.81470877
3,data\calibration\lfw\lfw\Makhdoom_Amin_Fahim\Makhdoom_Amin_Fahim_0002.jpg,data\calibration\lfw\lfw\Makhdoom_Amin_Fahim\Makhdoom_Amin_Fahim_0003.jpg,1,0.16914469
3,data\calibration\lfw\lfw\Marc-Andre_Fleury\Marc-Andre_Fleury_0001.jpg,data\calibration\lfw\lfw\Marc-Andre_Fleury\Marc-Andre_Fleury_0002.jpg,1,0.85211819
3,data\calibration\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0001.jpg,data\calibration\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0005.jpg,1,0.59837115
3,data\calibration\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0005.jpg,data\calibration\lfw\lfw\Marco_Antonio_Barrera\Marco_Antonio_Barrera_0006.jpg,1,0.65963125
3,data\calibration\lfw\lfw\Marie-Reine_Le_Gougne\Marie-Reine_Le_Gougne_0001.jpg,data\calibration\lfw\lfw\Marie-Reine_Le_Gougne\Marie-Reine_Le_Gougne_0002.jpg,1,0.56204754
3,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0001.jpg,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0002.jpg,1,0.71355921
3,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0001.jpg,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0003.jpg,1,0.72844541
3,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0002.jpg,data\calibration\lfw\lfw\Marieta_Chrousala\Marieta_Chrousala_0003.jpg,1,0.75654876
3,data\calibration\lfw\lfw\Marina_Anissina\Marina_Anissina_0001.jpg,data\calibration\lfw\lfw\Marina_Anissina\Marina_Anissina_0002.jpg,1,0.06880893
3,data\calibration\lfw\lfw\Mark_Hamister\Mark_Hamister_0001.jpg,data\calibration\lfw\lfw\Mark_Hamister\Mark_Hamister_0002.jpg,1,0.83860475
3,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0001.jpg,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0003.jpg,1,0.58663648
3,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0001.jpg,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0005.jpg,1,0.44421560
3,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0002.jpg,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0003.jpg,1,-0.06833456
3,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0002.jpg,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0005.jpg,1,-0.07451005
3,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0003.jpg,data\calibration\lfw\lfw\Martha_Stewart\Martha_Stewart_0004.jpg,1,0.87390244
3,data\calibration\lfw\lfw\Martin_Brodeur\Martin_Brodeur_0001.jpg,data\calibration\lfw\lfw\Martin_Brodeur\Martin_Brodeur_0002.jpg,1,0.59363437
3,data\calibration\lfw\lfw\Martin_McCauley\Martin_McCauley_0001.jpg,data\calibration\lfw\lfw\Martin_McCauley\Martin_McCauley_0002.jpg,1,0.69653761
3,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0001.jpg,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0002.jpg,1,0.75089300
3,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0001.jpg,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0003.jpg,1,0.83610892
3,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0002.jpg,data\calibration\lfw\lfw\Martin_Verkerk\Martin_Verkerk_0003.jpg,1,0.68681180
3,data\calibration\lfw\lfw\Martina_McBride\Martina_McBride_0001.jpg,data\calibration\lfw\lfw\Martina_McBride\Martina_McBride_0003.jpg,1,0.59705120
3,data\calibration\lfw\lfw\Martina_McBride\Martina_McBride_0002.jpg,data\calibration\lfw\lfw\Martina_McBride\Martina_McBride_0004.jpg,1,0.57652593
3,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0001.jpg,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0002.jpg,1,0.75944322
3,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0001.jpg,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0003.jpg,1,0.69934070
3,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0002.jpg,data\calibration\lfw\lfw\Matt_Doherty\Matt_Doherty_0003.jpg,1,0.73940736
3,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0001.jpg,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0006.jpg,1,0.54785120
3,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0002.jpg,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0007.jpg,1,0.66461813
3,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0003.jpg,data\calibration\lfw\lfw\Matthew_Perry\Matthew_Perry_0004.jpg,1,0.48614749
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0006.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0023.jpg,1,0.77184987
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0007.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0022.jpg,1,0.58024102
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0010.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0015.jpg,1,0.64912236
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0011.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0024.jpg,1,0.70360392
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0020.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0024.jpg,1,0.64838725
3,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0020.jpg,data\calibration\lfw\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0030.jpg,1,0.67872995
3,data\calibration\lfw\lfw\Meghann_Shaughnessy\Meghann_Shaughnessy_0001.jpg,data\calibration\lfw\lfw\Meghann_Shaughnessy\Meghann_Shaughnessy_0002.jpg,1,0.57803702
3,data\calibration\lfw\lfw\Michael_Capellas\Michael_Capellas_0001.jpg,data\calibration\lfw\lfw\Michael_Capellas\Michael_Capellas_0002.jpg,1,0.63441670
3,data\calibration\lfw\lfw\Michael_Sullivan\Michael_Sullivan_0001.jpg,data\calibration\lfw\lfw\Michael_Sullivan\Michael_Sullivan_0002.jpg,1,0.72728735
3,data\calibration\lfw\lfw\Mike_Brey\Mike_Brey_0001.jpg,data\calibration\lfw\lfw\Mike_Brey\Mike_Brey_0002.jpg,1,0.67532778
3,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0001.jpg,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0006.jpg,1,0.63311845
3,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0002.jpg,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0004.jpg,1,0.76780415
3,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0002.jpg,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0007.jpg,1,0.66457027
3,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0003.jpg,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0008.jpg,1,0.67875487
3,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0006.jpg,data\calibration\lfw\lfw\Naji_Sabri\Naji_Sabri_0007.jpg,1,0.52539712
3,data\calibration\lfw\lfw\Nanni_Moretti\Nanni_Moretti_0001.jpg,data\calibration\lfw\lfw\Nanni_Moretti\Nanni_Moretti_0002.jpg,1,0.57012612
3,data\calibration\lfw\lfw\Nastassia_Kinski\Nastassia_Kinski_0001.jpg,data\calibration\lfw\lfw\Nastassia_Kinski\Nastassia_Kinski_0002.jpg,1,0.78686529
3,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0002.jpg,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0003.jpg,1,0.47500971
3,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0004.jpg,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0006.jpg,1,0.77074564
3,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0005.jpg,data\calibration\lfw\lfw\Natalie_Coughlin\Natalie_Coughlin_0006.jpg,1,0.83881420
3,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0003.jpg,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0015.jpg,1,0.63766629
3,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0004.jpg,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0012.jpg,1,0.62627941
3,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0007.jpg,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0015.jpg,1,0.70888716
3,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0009.jpg,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0015.jpg,1,0.60182601
3,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0011.jpg,data\calibration\lfw\lfw\Norah_Jones\Norah_Jones_0012.jpg,1,0.53235739
3,data\calibration\lfw\lfw\Norm_Coleman\Norm_Coleman_0005.jpg,data\calibration\lfw\lfw\Norm_Coleman\Norm_Coleman_0007.jpg,1,0.57903481
3,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0001.jpg,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0003.jpg,1,0.67022312
3,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0002.jpg,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0006.jpg,1,0.70179850
3,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0002.jpg,data\calibration\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0007.jpg,1,0.67618114
3,data\calibration\lfw\lfw\Pascal_Lamy\Pascal_Lamy_0001.jpg,data\calibration\lfw\lfw\Pascal_Lamy\Pascal_Lamy_0002.jpg,1,0.68852276
3,data\calibration\lfw\lfw\Pat_Burns\Pat_Burns_0001.jpg,data\calibration\lfw\lfw\Pat_Burns\Pat_Burns_0002.jpg,1,0.65734231
3,data\calibration\lfw\lfw\Paul_McCartney\Paul_McCartney_0003.jpg,data\calibration\lfw\lfw\Paul_McCartney\Paul_McCartney_0004.jpg,1,0.67038435
3,data\calibration\lfw\lfw\Paul_McCartney\Paul_McCartney_0003.jpg,data\calibration\lfw\lfw\Paul_McCartney\Paul_McCartney_0005.jpg,1,0.70650399
3,data\calibration\lfw\lfw\Paul_Wellstone\Paul_Wellstone_0001.jpg,data\calibration\lfw\lfw\Paul_Wellstone\Paul_Wellstone_0002.jpg,1,0.69855982
